recency,frequency,monetary,clusters
341,3,45.28,0
1808,4,93.54,0
176,24,161.41,0
268,2,16.3,0
921,21,242.63,0
2354,2,17.34,0
268,30,402.04,0
749,7,87.74,0
1439,11,171.56,0
2171,12,518.26,0
1075,2,14.78,0
514,16,264.53,0
864,127,1743.86,0
1425,39,369.03,0
34,149,2525.61,0
1050,9,107.71,0
1643,32,325.0,0
1308,145,1344.14,0
2443,4,106.3,0
1960,21,145.79,0
1933,19,273.06,0
2753,7,62.2,0
117,1,19.07,1
332,5,25.87,0
2315,4,42.49,0
1885,3,72.05,0
357,1,11.13,1
2153,6,133.46,0
1192,41,441.1,0
728,5,16.47,0
2419,3,117.02,0
1371,12,113.23,0
1217,3,8.71,0
159,5,26.82,0
2607,4,43.84,0
2194,1,29.16,1
13,11,131.99,0
1586,36,557.67,0
1581,16,40.34,0
938,2,30.95,0
2036,4,83.83,0
231,7,114.61,0
154,26,198.35,0
254,43,713.73,0
2060,154,8138.62,0
993,35,386.9,0
303,1,22.84,1
303,1,22.17,1
2274,22,249.92,0
55,2,40.48,0
170,67,765.26,0
152,12,60.87,0
1647,1,18.88,1
253,1,16.54,1
125,4,11.54,0
1075,12,81.43,0
2157,12,110.7,0
2338,7,87.11,0
2077,1,7.42,1
1242,5,97.26,0
1952,18,375.98,0
1623,178,3116.88,0
623,17,169.31,0
1429,15,248.94,0
2329,2,14.82,0
705,7,80.58,0
1132,11,91.34,0
99,1,16.01,1
1805,3,60.75,0
644,5,34.34,0
164,51,1188.83,0
126,4,31.58,0
733,2,100.17,0
2351,6,238.99,0
722,1,11.97,1
2318,8,46.09,0
490,6,83.58,0
360,33,543.73,0
1471,1,35.99,1
665,11,109.78,0
339,14,299.04,0
827,4,31.26,0
2245,14,147.1,0
334,16,149.97,0
2152,1,22.45,1
1765,12,79.52,0
726,67,836.67,0
1688,55,1058.77,0
288,7,290.11,0
2374,2,106.66,0
44,28,188.18,0
2345,2,162.71,0
1206,33,303.0,0
332,28,335.68,0
2567,5,31.69,0
728,7,47.48,0
1855,7,126.86,0
2328,2,28.31,0
2358,5,87.4,0
1438,3,50.01,0
887,2,7.71,0
622,16,260.62,0
1804,4,121.5,0
1131,7,67.42,0
63,34,581.71,0
336,24,367.79,0
1144,8,37.18,0
246,1,13.98,1
385,53,407.12,0
281,42,456.14,0
2474,5,77.74,0
2488,1,99.33,1
849,10,50.99,0
8,4,42.44,0
838,15,187.23,0
2440,2,45.08,0
1449,1,8.05,1
2728,2,36.62,0
180,1,9.2,1
376,10,214.0,0
2168,9,194.96,0
1079,14,347.33,0
2372,4,73.58,0
1646,9,291.26,0
1513,11,157.02,0
768,10,74.46,0
1646,3,36.47,0
1050,3,17.12,0
2063,40,990.81,0
2551,2,53.92,0
462,100,1036.96,0
1598,2,12.87,0
2049,1,33.32,1
2116,5,46.13,0
1332,4,78.93,0
401,6,73.11,0
85,6,60.16,0
1052,5,58.42,0
2009,4,30.96,0
418,60,1058.06,0
2565,3,30.52,0
2527,1,48.75,1
340,51,961.13,0
1075,1,3.32,1
2062,2,26.65,0
1007,1,6.49,1
2176,15,197.34,0
4,10,96.15,0
2472,16,792.84,0
1692,5,38.01,0
2576,62,621.25,0
2529,6,58.11,0
2159,25,385.13,0
2333,3,125.13,0
2072,4,175.54,0
1825,1,39.97,1
288,4,50.6,0
1456,7,100.88,0
2246,2,66.65,0
1462,1,18.63,1
1076,17,245.91,0
43,1,4.17,1
857,15,311.59,0
30,42,298.29,0
2158,12,383.28,0
1570,8,168.58,0
525,2,13.22,0
52,145,1609.69,0
1911,3,95.78,0
72,1,9.33,1
469,4,27.64,0
2232,1,53.3,1
1558,1,3.33,1
2131,4,52.48,0
4,39,228.44,0
537,16,170.86,0
495,8,90.44,0
1584,3,48.51,0
1993,14,242.56,0
272,14,186.02,0
550,37,669.54,0
2368,11,145.03,0
861,7,199.84,0
1209,4,55.26,0
128,1,8.23,1
2251,11,142.69,0
2162,2,69.37,0
20,33,269.92,0
429,41,495.02,0
244,23,355.34,0
2372,1,11.63,1
271,21,440.2,0
107,157,2159.35,0
2563,5,46.54,0
1133,9,153.21,0
2044,12,105.4,0
372,34,602.01,0
1769,16,47.9,0
791,2,24.34,0
861,3,15.04,0
1510,3,134.95,0
496,6,36.91,0
1421,3,61.78,0
1324,10,168.75,0
23,23,639.37,0
2089,5,110.26,0
2269,4,76.91,0
765,22,360.48,0
2726,4,192.99,0
705,29,373.43,0
222,224,4382.26,0
749,27,385.0,0
1353,3,67.83,0
1492,2,68.49,0
1088,8,162.46,0
1915,46,631.39,0
2345,20,245.53,0
1062,9,125.9,0
1509,15,173.51,0
388,17,425.92,0
1589,27,36.97,0
2584,2,45.93,0
1786,16,342.16,0
856,51,280.21,0
2730,6,150.89,0
77,69,945.78,0
1767,1,7.0,1
642,1,7.79,1
2196,1,16.66,1
1560,8,58.0,0
523,24,259.98,0
1361,19,278.56,0
1709,1,5.22,1
1301,12,172.1,0
939,1,1.05,1
2468,1,62.93,1
2417,1,27.51,1
807,2,36.62,0
408,20,191.97,0
1220,4,19.32,0
990,9,11.88,0
30,4,81.59,0
2045,1,67.46,1
42,127,1000.22,0
145,18,544.34,0
40,23,278.78,0
2360,3,98.81,0
2611,5,64.7,0
1349,16,435.97,0
357,7,49.13,0
1173,1,1.39,1
133,7,56.33,0
1630,3,55.79,0
127,60,398.02,0
720,1,108.33,1
2183,20,226.55,0
1312,4,104.36,0
404,55,523.6,0
1534,1,5.18,1
39,8,62.34,0
1437,12,260.53,0
1924,1,19.92,1
227,17,233.36,0
36,3,36.3,0
1922,14,730.34,0
1225,36,284.27,0
1652,9,132.92,0
347,21,142.49,0
996,2,27.02,0
24,10,212.2,0
1171,19,93.48,0
933,2,10.22,0
54,95,1884.8,0
1051,14,411.23,0
135,11,187.35,0
1432,2,18.11,0
2521,1,115.83,1
493,6,34.82,0
2674,3,162.2,0
1074,1,24.29,1
2071,3,31.79,0
161,4,21.4,0
1436,3,66.42,0
402,13,232.34,0
557,18,173.66,0
14,294,2398.0,0
527,2,11.4,0
493,1,8.18,1
258,11,219.04,0
376,42,455.18,0
1813,1,8.32,1
398,23,440.23,0
35,16,220.26,0
421,11,106.46,0
1843,10,127.35,0
2549,1,31.88,1
170,183,3206.85,0
1214,10,60.15,0
476,2,27.42,0
419,36,288.93,0
1440,2,102.21,0
171,105,1736.68,0
338,4,27.37,0
1492,1,38.98,1
1965,3,209.89,0
1414,29,404.76,0
184,25,614.09,0
2033,9,243.86,0
2730,4,399.53,0
1439,9,60.74,0
1931,15,340.9,0
1744,6,107.71,0
326,30,793.34,0
1853,5,198.9,0
700,1,33.34,1
2755,2,13.2,0
83,20,147.82,0
2562,2,67.46,0
705,4,93.18,0
684,14,246.66,0
547,2,40.7,0
2522,9,156.52,0
241,25,471.35,0
1281,1,15.21,1
2223,12,274.29,0
841,1,35.99,1
730,84,1733.33,0
1511,16,197.81,0
708,17,127.3,0
538,16,163.8,0
2155,6,42.85,0
1007,5,81.44,0
129,46,366.7,0
2107,6,157.55,0
1050,78,1887.22,0
877,5,67.16,0
2374,3,30.17,0
2522,2,59.35,0
124,14,200.17,0
8,6,31.58,0
599,2,36.47,0
2356,8,141.84,0
1097,1,14.68,1
1718,1,26.38,1
101,71,1813.06,0
331,13,203.34,0
2642,1,23.33,1
612,21,431.75,0
92,48,685.39,0
45,19,440.59,0
2381,2,38.65,0
2330,2,20.36,0
2167,8,191.5,0
1414,1,142.25,1
1676,22,218.65,0
334,1,30.88,1
1336,2,20.51,0
1893,2,719.12,0
99,7,99.63,0
2417,10,114.9,0
601,7,96.51,0
1440,4,103.97,0
2418,9,69.09,0
1393,31,691.96,0
4,36,592.82,0
1478,2,24.68,0
2242,20,158.46,0
2087,2,16.95,0
2368,15,88.8,0
2317,2,43.47,0
2027,1,65.93,1
2380,1,28.74,1
2591,5,92.89,0
482,4,52.99,0
2566,3,75.48,0
1925,9,683.38,0
2212,9,149.23,0
850,9,84.62,0
1710,3,26.84,0
2238,22,287.88,0
135,1,7.48,1
214,24,306.12,0
1120,4,67.91,0
2773,2,27.98,4
340,2,16.53,0
501,57,698.98,0
1885,17,307.96,0
838,18,362.87,0
896,1,7.97,1
1664,8,188.65,0
633,1,10.14,1
2128,1,74.96,1
279,9,137.66,0
1740,2,26.79,0
2560,1,55.42,1
51,26,326.44,0
1931,1,24.58,1
1873,3,414.97,0
740,3,62.27,0
2523,10,112.77,0
1951,4,226.57,0
2007,6,120.67,0
2543,3,198.51,0
157,4,89.79,0
1077,2,100.03,0
192,2,29.23,0
1080,38,388.3,0
809,23,291.08,0
1191,39,303.75,0
1368,2,32.38,0
384,2,47.4,0
198,29,347.25,0
331,89,1262.52,0
1984,2,59.92,0
666,8,169.93,0
1947,2,41.54,0
518,28,213.62,0
1351,5,134.89,0
1744,1,5.8,1
359,8,131.64,0
7,18,232.64,0
1156,3,116.97,0
1231,38,556.35,0
2690,2,24.96,0
1637,6,42.46,0
998,11,177.01,0
240,7,46.92,0
1817,1,86.35,1
2373,4,20.14,0
2274,2,6.64,0
1352,3,31.77,0
780,24,483.32,0
499,1,15.64,1
344,9,115.07,0
123,7,44.54,0
835,2,20.35,0
2295,6,286.13,0
2070,1,7.42,1
1106,2,73.18,0
1718,1,9.02,1
390,4,98.91,0
494,32,442.45,0
779,5,93.94,0
118,1,15.78,1
541,15,152.79,0
1115,12,179.58,0
2012,56,1062.56,0
1036,1,13.97,1
2625,2,64.8,0
775,4,34.01,0
2246,8,61.05,0
265,8,51.55,0
1962,2,83.25,0
385,1,10.22,1
1293,3,22.17,0
402,19,314.87,0
2526,2,90.04,0
662,6,186.9,0
1246,1,20.66,1
835,1,6.09,1
1383,2,16.59,0
2124,1,33.32,1
1097,16,278.88,0
762,3,42.52,0
117,47,509.84,0
2114,5,76.68,0
1312,15,215.39,0
1800,1,102.71,1
1552,19,153.6,0
459,3,48.91,0
2417,5,64.37,0
2694,1,27.54,1
403,5,53.11,0
2481,10,198.92,0
2049,10,214.59,0
1104,4,22.86,0
1068,38,622.97,0
1506,12,56.57,0
372,264,2364.32,0
745,116,1307.26,0
2514,36,261.93,0
1006,5,18.37,0
536,6,47.54,0
1770,4,74.1,0
727,14,106.67,0
433,3,32.36,0
1878,1,41.1,1
341,12,166.88,0
510,50,722.25,0
452,21,227.29,0
1456,38,170.2,0
744,1,19.77,1
654,21,984.82,0
663,386,4429.91,0
1602,5,134.8,0
881,24,510.87,0
1007,14,349.25,0
42,28,398.77,0
1017,21,61.76,0
640,1,19.23,1
1681,11,211.17,0
2526,10,106.73,0
878,7,57.16,0
1508,4,27.78,0
331,60,824.36,0
494,1,7.79,1
2438,14,120.48,0
120,40,481.28,0
378,5,135.86,0
2500,4,49.12,0
2646,6,95.5,0
616,73,949.48,0
1583,9,101.62,0
1946,23,376.03,0
1988,6,105.88,0
2659,1,73.33,1
1325,2,22.66,0
99,4,54.46,0
159,70,684.11,0
333,15,98.78,0
1073,1,10.23,1
2544,27,252.64,0
111,43,564.83,0
2588,4,61.88,0
2103,1,43.16,1
520,28,453.51,0
2626,4,51.66,0
2312,27,283.12,0
664,59,751.19,0
769,4,55.73,0
2700,7,97.79,0
2219,1,94.21,1
36,61,909.16,0
1393,5,12.53,0
1822,16,316.83,0
1652,2,92.88,0
473,11,103.91,0
2563,1,37.48,1
2238,1,24.99,1
26,47,384.44,0
2555,10,97.9,0
2156,6,73.97,0
1604,5,37.3,0
157,29,409.14,0
1756,2,61.02,0
345,4,72.93,0
56,21,207.82,0
823,3,7.64,0
650,6,130.11,0
1782,10,153.48,0
687,24,470.08,0
848,3,10.64,0
2096,4,79.3,0
2205,1,54.16,1
261,23,281.7,0
1049,10,83.92,0
2410,2,46.08,0
1771,9,154.84,0
1787,3,43.7,0
2662,1,60.21,1
1578,3,11.22,0
1671,1,29.93,1
2374,3,34.98,0
2086,4,76.45,0
364,13,165.57,0
2747,9,159.86,0
1728,5,52.68,0
1804,2,59.91,0
1116,8,47.81,0
1232,15,144.18,0
639,38,776.06,0
1964,7,118.16,0
775,1,16.01,1
912,2,17.9,0
461,25,176.69,0
1015,1,13.63,1
142,345,3604.67,0
562,25,380.38,0
473,21,367.07,0
2382,14,43.73,0
848,6,140.92,0
2280,2,43.62,0
2239,4,100.21,0
703,32,238.31,0
625,6,36.93,0
2603,2,58.78,0
1865,3,62.96,0
2664,5,95.5,0
524,48,531.63,0
1429,16,191.26,0
1286,7,216.07,0
307,1,27.65,1
2734,1,58.32,1
186,6,47.52,0
2245,3,62.46,0
1624,2,24.18,0
2511,2,59.33,0
224,2,22.04,0
1132,1,12.68,1
735,24,274.34,0
581,29,141.87,0
1450,6,136.42,0
158,6,66.48,0
1581,2,57.11,0
2313,1,16.0,1
27,33,204.85,0
694,181,1995.48,0
1150,1,15.42,1
363,5,55.43,0
1389,1,8.97,1
126,5,52.36,0
405,2,80.53,0
2299,2,9.9,0
494,7,47.86,0
2483,30,494.84,0
2118,6,68.36,0
1245,9,93.94,0
325,21,636.72,0
955,2,10.98,0
2619,3,204.11,0
2519,16,257.75,0
2032,49,701.63,0
522,43,692.3,0
1066,1,88.33,1
64,34,409.69,0
2593,2,55.04,0
330,98,1179.37,0
287,1,15.73,1
77,1,29.38,1
1848,1,16.66,1
28,13,201.07,0
2159,4,69.39,0
1208,4,34.7,0
382,3,48.69,0
790,1,25.88,1
1340,8,98.83,0
1383,1,19.93,1
2710,2,37.41,0
1733,2,60.03,0
2702,3,28.65,0
1614,3,52.63,0
286,161,3306.77,0
1804,5,42.88,0
2479,7,474.19,0
2272,4,213.29,0
281,20,95.56,0
1572,4,67.44,0
111,5,32.18,0
644,26,335.34,0
28,7,112.12,0
1415,3,19.63,0
773,41,531.19,0
1832,1,63.3,1
846,23,196.48,0
757,12,178.39,0
572,11,91.14,0
575,1,8.14,1
28,18,349.02,0
1225,5,112.72,0
506,53,281.34,0
1254,14,60.19,0
1185,8,27.86,0
2492,4,43.9,0
56,14,159.4,0
656,3,37.66,0
914,5,65.07,0
1310,12,356.11,0
490,3,16.3,0
1520,17,306.72,0
131,34,373.63,0
161,26,477.0,0
519,9,132.81,0
490,14,135.52,0
1802,4,44.15,0
521,3,13.22,0
1763,2,47.41,0
1634,2,21.89,0
537,2,22.98,0
1655,4,150.8,0
2738,3,48.18,0
2178,2,128.45,0
1827,1,92.72,1
2681,3,46.34,0
896,3,7.16,0
19,3,70.07,0
358,2,70.67,0
899,2,43.16,0
1870,1,25.75,1
783,101,886.18,0
2015,4,130.35,0
1610,4,44.85,0
116,55,1405.78,0
1631,4,27.09,0
2210,8,211.17,0
10,3,18.55,0
2682,2,27.48,0
282,7,70.44,0
2530,6,91.71,0
204,127,1505.5,0
65,2,24.66,0
2017,1,17.34,1
1231,18,364.21,0
1564,15,85.9,0
30,76,680.88,0
1057,17,260.8,0
1503,1,19.21,1
637,7,120.67,0
2161,6,72.13,0
169,6,89.79,0
2285,20,144.44,0
546,65,399.85,0
1487,13,185.91,0
2594,5,42.79,0
1385,4,27.7,0
1821,1,33.32,1
336,2,83.67,0
2315,3,70.79,0
252,11,67.31,0
193,8,238.53,0
664,56,567.4,0
474,8,184.83,0
2108,3,47.32,0
2665,4,64.8,0
641,6,177.66,0
1665,1,28.25,1
177,92,615.92,0
1440,1,15.46,1
2330,2,39.06,0
2174,6,78.82,0
285,51,285.23,0
1979,28,340.92,0
2022,27,638.84,0
39,33,223.04,0
20,23,278.18,0
42,12,209.76,0
1495,5,29.25,0
246,3,235.95,0
571,4,29.15,0
2463,1,39.95,1
395,96,1731.14,0
99,33,228.42,0
1108,4,41.07,0
2150,13,116.49,0
388,1,49.66,1
520,42,242.94,0
476,54,664.79,0
170,10,244.12,0
809,15,276.86,0
609,1,40.88,1
2293,13,278.64,0
949,3,38.1,0
2551,1,44.93,1
2488,7,45.59,0
265,2,31.98,0
1835,4,215.67,0
1892,4,41.9,0
2654,3,46.25,0
2336,3,131.92,0
1535,1,16.92,1
1253,34,645.22,0
68,246,3303.49,0
658,7,85.68,0
1638,8,52.17,0
1764,5,132.19,0
178,3,22.71,0
226,40,712.72,0
391,2,23.49,0
1299,2,20.36,0
334,8,83.26,0
2210,5,80.69,0
134,34,798.69,0
2532,4,142.53,0
418,7,90.73,0
782,2,80.87,0
514,7,122.77,0
2507,3,45.79,0
2546,6,120.04,0
1815,25,737.91,0
1756,3,39.16,0
18,2,55.44,0
274,4,42.03,0
769,13,100.53,0
1669,26,373.77,0
442,19,181.83,0
874,6,97.92,0
2384,6,60.42,0
2644,2,43.67,0
2439,11,205.5,0
6,55,521.44,0
327,22,257.19,0
449,15,328.36,0
162,39,795.01,0
1801,22,268.59,0
882,26,329.18,0
101,2,21.5,0
341,1,15.12,1
3,67,982.07,0
1248,3,425.52,0
317,1,20.01,1
1049,11,365.22,0
1579,5,27.74,0
1948,3,42.34,0
704,51,441.84,0
1751,9,78.8,0
2114,2,104.86,0
348,1,18.24,1
520,2,13.5,0
1058,3,29.37,0
960,4,35.31,0
2550,46,936.87,0
339,1,11.88,1
397,3,46.92,0
204,33,972.77,0
1711,2,20.9,0
2297,2,11.56,0
2501,2,46.18,0
649,2,21.93,0
2256,7,44.7,0
1959,10,64.44,0
1373,25,310.72,0
2041,7,217.22,0
663,1,13.04,1
381,12,90.25,0
1493,6,135.74,0
935,35,804.65,0
844,1,4.99,1
159,5,81.44,0
2690,1,69.42,1
2526,3,20.76,0
464,4,16.55,0
23,37,446.63,0
732,5,27.31,0
1633,3,76.11,0
535,3,9.54,0
133,8,110.61,0
2504,2,27.5,0
2121,4,64.07,0
81,1,33.12,1
1752,2,23.14,0
1487,6,42.05,0
61,12,99.68,0
2227,12,369.4,0
1022,2,14.26,0
424,23,451.82,0
675,2,16.55,0
1062,1,20.29,1
649,7,70.9,0
221,7,119.22,0
696,5,93.72,0
825,5,70.78,0
271,16,262.03,0
2687,12,109.49,0
1616,3,20.59,0
559,10,68.4,0
95,32,569.27,0
1118,1,12.49,1
1760,6,113.73,0
2176,1,136.25,1
332,13,193.98,0
1460,55,1057.13,0
64,26,291.43,0
1060,6,18.67,0
643,1,6.83,1
972,16,193.19,0
997,22,209.86,0
1855,1,13.88,1
1159,1,29.84,1
350,2,9.85,0
28,3,46.82,0
324,79,1135.15,0
1032,11,205.71,0
887,11,48.42,0
1663,16,183.02,0
1916,2,27.65,0
255,2,45.88,0
119,265,2725.87,0
146,6,84.83,0
1352,1,9.98,1
2332,2,60.16,0
2250,10,78.67,0
36,6,147.92,0
751,1,21.32,1
2590,5,78.08,0
1025,3,44.8,0
502,16,107.03,0
1208,51,440.88,0
2237,2,51.33,0
749,13,249.14,0
268,59,562.65,0
30,3,19.66,0
1314,101,1489.52,0
1295,1,12.04,1
631,2,8.54,0
703,5,67.33,0
1736,3,82.62,0
36,40,352.33,0
12,1,19.43,1
1023,3,75.89,0
2688,1,44.0,1
2054,1,199.08,1
1816,1,58.94,1
1602,14,106.28,0
1440,3,28.97,0
2390,10,225.99,0
2756,1,37.46,1
547,9,70.26,0
861,20,136.88,0
1274,3,26.3,0
682,3,161.09,0
2536,2,15.73,0
65,13,169.98,0
1155,1,19.79,1
23,3,29.06,0
1944,2,63.68,0
1211,1,11.3,1
1674,2,18.03,0
2291,2,16.64,0
233,2,26.96,0
1118,6,124.31,0
1312,13,165.87,0
1882,5,110.96,0
735,58,1086.29,0
1445,14,80.88,0
332,2,37.82,0
2698,3,92.93,0
1433,1,38.35,1
740,3,16.99,0
113,4,81.41,0
1703,10,70.83,0
1736,20,152.18,0
2690,3,48.71,0
386,2,40.59,0
103,12,79.54,0
254,2,8.42,0
2697,2,51.49,0
1749,3,61.0,0
752,1,13.33,1
780,5,111.15,0
1702,3,92.94,0
1440,24,289.49,0
397,5,64.44,0
1152,2,38.77,0
1366,8,41.29,0
2753,3,105.68,0
381,17,165.18,0
2673,1,133.0,1
1805,1,66.58,1
1776,24,364.04,0
2200,8,103.84,0
1373,4,86.85,0
2529,4,65.29,0
278,16,252.09,0
1849,6,38.27,0
2293,1,11.63,1
495,35,417.83,0
31,9,203.86,0
1980,1,36.75,1
1436,2,34.85,0
435,18,356.47,0
766,5,71.78,0
1492,32,363.83,0
300,6,835.93,0
1790,6,431.4,0
1505,20,890.68,0
1802,10,100.66,0
642,6,29.52,0
239,6,150.56,0
1429,7,128.77,0
1540,15,178.97,0
1982,5,121.49,0
504,45,416.97,0
1339,16,170.54,0
1756,2,19.7,0
720,8,101.82,0
1042,6,46.99,0
1193,1,1.18,1
986,14,344.04,0
2481,5,46.48,0
294,1,36.66,1
2688,7,111.12,0
809,3,4.65,0
740,10,106.27,0
2336,2,25.29,0
1439,2,14.82,0
1547,3,66.95,0
1058,6,61.74,0
1734,1,45.0,1
1988,6,110.54,0
2171,1,54.16,1
218,30,490.93,0
601,7,83.14,0
861,75,657.74,0
1286,1,6.28,1
2003,1,22.46,1
86,3,43.92,0
2738,5,111.83,0
454,2,32.48,0
549,26,353.9,0
302,2,53.8,0
1261,6,100.87,0
1024,3,26.39,0
1122,7,128.89,0
730,4,53.14,0
2199,3,111.14,0
151,3,65.43,0
2558,3,44.92,0
2680,6,83.71,0
422,2,16.98,0
2109,5,27.86,0
55,10,131.24,0
1234,4,81.63,0
1738,6,26.5,0
1631,5,37.63,0
740,36,278.13,0
2225,1,54.16,1
410,18,163.57,0
190,4,44.42,0
2739,1,28.33,1
685,42,276.35,0
1859,3,22.64,0
661,8,43.9,0
373,72,1905.26,0
1164,1,19.72,1
1160,6,124.38,0
2149,3,63.58,0
1734,12,51.24,0
395,5,122.35,0
96,2,20.32,0
499,5,21.6,0
144,2,24.16,0
2279,13,98.01,0
2516,4,200.9,0
2568,1,32.92,1
2557,1,16.64,1
1830,15,221.31,0
253,3,11.82,0
3,46,858.25,0
15,23,331.38,0
1377,10,55.36,0
1056,4,44.94,0
2645,3,43.23,0
1731,16,270.3,0
504,1,18.31,1
1738,1,94.0,1
2128,1,104.25,1
2047,2,49.67,0
2280,2,69.96,0
336,19,827.03,0
527,1,17.21,1
721,10,129.28,0
2570,4,128.32,0
225,5,145.77,0
2415,16,166.01,0
341,40,331.73,0
1207,6,83.4,0
126,39,137.99,0
17,68,639.17,0
705,3,63.84,0
1259,8,58.19,0
1951,51,425.35,0
78,33,397.94,0
1689,2,24.11,0
116,1,20.33,1
660,31,476.46,0
2099,2,124.51,0
401,26,535.42,0
702,8,35.2,0
128,4,205.43,0
985,16,72.48,0
2,259,1632.96,0
2398,4,15.46,0
719,13,109.96,0
58,28,310.92,0
2425,1,33.33,1
1263,43,344.0,0
1959,6,107.31,0
325,1,29.27,1
7,110,825.74,0
1428,3,26.09,0
491,20,176.75,0
2537,1,58.42,1
123,17,141.54,0
465,1,14.29,1
1753,31,520.26,0
860,10,82.66,0
604,14,168.83,0
557,9,25.56,0
8,7,55.67,0
1341,43,287.29,0
1499,3,19.38,0
124,5,20.7,0
1525,16,137.53,0
77,6,26.89,0
1210,1,36.66,1
1457,6,134.78,0
788,2,17.74,0
402,1,24.92,1
2375,4,79.2,0
2394,16,239.16,0
1322,1,49.67,1
2570,18,480.2,0
131,10,71.16,0
2033,2,124.5,0
185,17,107.97,0
704,1,23.33,1
600,252,1984.45,0
1181,22,181.63,0
157,25,213.12,0
589,6,61.43,0
702,5,43.57,0
2666,1,15.58,1
2167,2,99.68,0
2319,2,28.31,0
110,250,4108.63,0
2637,3,57.89,0
7,2,35.1,0
892,1,4.45,1
688,668,5192.35,0
1868,4,144.4,0
2314,4,57.19,0
2069,9,73.56,0
2641,13,309.56,0
389,1,26.3,1
715,8,141.33,0
2500,3,62.23,0
208,10,63.19,0
1024,9,195.23,0
1427,18,279.42,0
2394,5,58.72,0
2324,8,77.26,0
2316,12,480.05,0
1692,1,7.68,1
2440,1,7.55,1
1677,5,113.94,0
2161,1,44.93,1
2130,5,50.97,0
2162,2,75.26,0
5,159,1371.84,0
1650,9,177.11,0
2648,1,4.99,1
13,52,1400.79,0
944,10,74.78,0
2171,2,74.56,0
385,2,187.48,0
1052,1,17.6,1
222,20,346.6,0
359,26,219.75,0
2592,1,62.5,1
8,36,331.2,0
619,46,392.22,0
1559,8,53.66,0
352,12,251.8,0
2704,4,139.06,0
974,2,129.02,0
1520,5,115.67,0
163,9,55.67,0
543,25,301.71,0
280,51,1052.13,0
913,93,835.23,0
1849,1,16.66,1
207,34,476.81,0
1315,48,403.54,0
117,32,504.94,0
1271,5,162.8,0
2269,5,46.53,0
1338,5,69.76,0
1076,3,45.72,0
1743,6,19.27,0
1460,6,87.39,0
327,104,1341.45,0
384,7,117.14,0
2676,2,67.44,0
2212,13,221.6,0
1505,29,318.84,0
107,15,173.46,0
1116,2,41.99,0
1439,5,18.94,0
2326,14,250.69,0
1475,4,91.9,0
2576,3,39.54,0
73,4,64.08,0
936,3,36.54,0
835,4,35.92,0
2680,1,18.9,1
2577,3,41.99,0
1282,10,67.15,0
2732,5,24.76,0
204,9,90.65,0
1441,22,364.47,0
1466,10,219.18,0
444,8,144.79,0
1672,15,513.81,0
2086,2,24.88,0
2662,1,131.67,1
3,123,1433.27,0
2382,3,57.64,0
1908,9,116.92,0
2567,1,10.32,1
784,1,29.14,1
2371,3,52.49,0
1899,2,43.34,0
168,51,797.49,0
748,17,169.26,0
173,6,110.7,0
1963,9,119.64,0
651,7,158.77,0
35,26,375.42,0
1669,6,43.39,0
2157,4,94.86,0
275,10,277.94,0
1450,5,33.25,0
2157,28,341.35,0
2075,6,127.47,0
1072,17,189.58,0
2309,7,45.44,0
192,21,211.02,0
529,7,45.94,0
1773,18,394.33,0
2105,5,29.69,0
1423,7,117.0,0
2393,8,289.78,0
728,1,116.14,1
1653,30,923.64,0
2310,19,357.25,0
292,17,287.79,0
1974,11,180.64,0
1832,15,433.33,0
944,8,83.39,0
2434,2,61.59,0
766,3,33.38,0
2161,2,55.84,0
440,12,103.95,0
486,3,23.51,0
2579,2,87.53,0
631,1,11.17,1
2089,2,77.17,0
1417,1,12.75,1
445,8,152.37,0
395,33,374.9,0
17,151,2001.65,0
551,7,41.03,0
2515,11,217.42,0
2772,1,29.75,1
326,33,654.17,0
1841,2,49.27,0
2753,1,31.63,1
2410,9,135.22,0
2626,4,169.65,0
175,10,50.78,0
2563,4,81.56,0
2319,3,194.75,0
306,7,82.04,0
764,189,3528.11,0
1417,10,325.35,0
2737,1,36.67,1
1254,22,129.13,0
2,1,14.63,1
804,14,198.03,0
188,28,500.51,0
2092,1,33.32,1
138,145,1834.95,0
93,4,101.69,0
855,30,319.56,0
2,4,57.32,0
243,33,433.93,0
2604,3,69.78,0
1851,17,117.25,0
1186,8,214.42,0
1068,5,58.68,0
824,2,19.48,0
1390,4,91.17,0
2528,11,109.69,0
381,8,98.25,0
815,4,40.04,0
647,27,480.39,0
1608,1,38.5,1
466,10,199.66,0
374,47,681.86,0
2420,6,120.92,0
572,1,4.94,1
1265,5,78.66,0
858,108,939.78,0
1241,11,53.07,0
943,27,257.37,0
254,4,23.75,0
2,14,144.26,0
1729,1,7.0,1
2351,2,25.95,0
1058,33,393.78,0
15,88,852.09,0
342,1,107.01,1
179,43,521.39,0
2546,3,31.99,0
189,19,262.15,0
1825,15,288.68,0
2660,1,79.08,1
1986,2,43.16,0
988,1,22.4,1
1255,5,150.4,0
236,20,67.42,0
2468,15,398.25,0
1372,1,13.49,1
2709,2,27.44,0
1574,2,20.14,0
719,8,91.28,0
1878,12,354.2,0
2460,1,22.88,1
124,50,442.17,0
1039,31,739.11,0
1129,4,39.1,0
2212,5,44.02,0
1065,15,301.22,0
664,52,494.46,0
377,2,7.19,0
762,10,58.73,0
919,12,99.13,0
1219,10,83.29,0
839,1,6.0,1
1963,2,25.79,0
19,65,485.32,0
36,311,5385.77,0
