recency,frequency,monetary,variety,clusters,kmeans_cluster
1622,0.015384615,30.5,1,1,0
1807,0.015384615,20.79,1,1,0
1807,0.015384615,33.33,1,1,0
1807,0.015384615,63.68,1,1,0
1807,0.015384615,26.17,1,1,0
1252,0.615384615,278.93,38,0,3
1807,0.03076923,70.55,2,0,0
1807,0.03076923,56.06,2,0,0
995,0.307692307,732.51,8,0,3
1807,0.03076923,48.59,2,0,0
1803,0.046153846,82.39,3,0,0
1807,0.046153846,26.17,3,0,0
827,0.215384615,130.07,13,0,1
1807,0.03076923,30.34,2,0,0
1807,0.015384615,20.79,1,1,0
1807,0.123076923,301.0,8,0,0
1532,0.03076923,21.93,2,0,0
1807,0.015384615,108.33,1,1,0
1807,0.03076923,183.17,2,0,0
1807,0.015384615,101.25,1,1,0
37,0.492307692,276.52,32,0,3
1807,0.03076923,76.73,2,0,0
1807,0.03076923,89.66,2,0,0
1787,0.03076923,93.42,1,1,0
1807,0.015384615,82.42,1,1,0
1806,0.015384615,20.79,1,1,0
1272,0.061538461,51.76,3,0,0
1219,0.123076923,39.64,5,0,1
1806,0.015384615,63.71,1,1,0
1806,0.015384615,41.18,1,1,0
342,0.03076923,29.81,2,0,1
1806,0.015384615,22.42,1,1,0
1369,0.092307692,95.06,6,0,0
1039,0.107692307,92.24,7,0,1
1806,0.015384615,62.5,1,1,0
1806,0.03076923,51.34,2,0,0
1208,0.169230769,65.26,11,0,1
1806,0.015384615,35.96,1,1,0
1806,0.03076923,51.65,2,0,0
1806,0.03076923,63.9,2,0,0
1805,0.153846153,45.94,10,0,0
1806,0.015384615,16.65,1,1,0
1060,0.153846153,154.63,10,0,1
1806,0.03076923,26.14,2,0,0
1806,0.061538461,42.47,4,0,0
1764,0.076923076,223.03,5,0,0
1452,0.076923076,76.78,5,0,0
1806,0.015384615,26.34,1,1,0
1735,0.03076923,12.24,2,0,0
1492,0.138461538,259.64,8,0,0
1806,0.015384615,20.79,1,1,0
1122,0.015384615,7.49,1,1,1
1806,0.015384615,79.17,1,1,0
1806,0.015384615,58.29,1,1,0
1806,0.015384615,173.47,1,1,0
147,0.646153846,824.58,26,0,3
1488,0.123076923,128.84,8,0,0
1806,0.015384615,59.96,1,1,0
1806,0.046153846,49.28,3,0,0
1806,0.015384615,29.55,1,1,0
1803,0.015384615,79.33,1,1,0
287,0.4,342.45,22,0,3
1805,0.03076923,104.94,1,1,0
1806,0.03076923,149.94,1,1,0
1806,0.046153846,119.43,3,0,0
1806,0.03076923,35.86,1,1,0
1806,0.015384615,48.71,1,1,0
1806,0.015384615,194.25,1,1,0
1806,0.03076923,79.72,2,0,0
1756,0.169230769,91.18,10,0,0
1806,0.03076923,45.78,2,0,0
635,0.338461538,440.74,15,0,3
1806,0.015384615,8.29,1,1,0
1791,0.046153846,68.88,2,0,0
915,0.292307692,181.38,18,0,1
1806,0.076923076,47.84,5,0,0
1806,0.03076923,42.63,2,0,0
1801,0.015384615,15.55,1,1,0
1801,0.138461538,223.33,8,0,0
386,0.03076923,175.4,2,0,1
1806,0.138461538,170.26,9,0,0
763,0.046153846,144.47,3,0,1
164,0.092307692,61.68,6,0,1
1806,0.015384615,67.43,1,1,0
154,0.353846153,173.86,21,0,1
45,0.261538461,406.99,13,0,1
1806,0.015384615,19.92,1,1,0
1650,0.015384615,2.58,1,1,0
119,1.107692307,554.51,66,0,3
1805,0.015384615,39.96,1,1,0
1805,0.015384615,53.3,1,1,0
113,0.076923076,72.52,5,0,1
1805,0.03076923,40.19,2,0,0
1697,0.23076923,145.65,15,0,0
1561,0.046153846,151.57,3,0,0
1805,0.015384615,117.88,1,1,0
1553,0.107692307,50.03,6,0,0
1249,0.092307692,47.89,6,0,1
114,0.138461538,184.64,6,0,1
1420,0.092307692,110.58,6,0,0
1805,0.03076923,6.94,1,1,0
939,0.184615384,58.52,12,0,1
1770,0.092307692,98.61,4,0,0
1805,0.03076923,35.5,2,0,0
1805,0.076923076,139.5,5,0,0
1805,0.046153846,44.87,3,0,0
1805,0.015384615,20.79,1,1,0
1805,0.03076923,346.67,2,0,0
1805,0.03076923,34.89,2,0,0
855,0.03076923,55.65,2,0,1
565,0.338461538,154.84,19,0,1
1034,0.153846153,228.81,10,0,1
1805,0.015384615,49.93,1,1,0
629,0.692307692,520.43,40,0,3
1440,0.076923076,59.58,4,0,0
161,0.215384615,153.31,14,0,1
1265,0.03076923,75.13,2,0,0
1805,0.015384615,175.33,1,1,0
1804,0.03076923,42.52,2,0,0
485,0.061538461,91.17,4,0,1
1805,0.015384615,9.15,1,1,0
1805,0.015384615,56.47,1,1,0
1799,0.03076923,27.46,2,0,0
1239,0.03076923,28.95,2,0,0
760,0.03076923,216.09,2,0,1
1301,0.2,162.3,13,0,1
1008,0.061538461,48.7,4,0,1
1805,0.015384615,19.97,1,1,0
1805,0.015384615,23.3,1,1,0
1805,0.03076923,45.33,2,0,0
705,0.215384615,137.53,13,0,1
1803,0.03076923,74.09,2,0,0
1805,0.138461538,50.56,9,0,0
1805,0.015384615,20.83,1,1,0
1805,0.015384615,24.63,1,1,0
1805,0.015384615,16.65,1,1,0
9,0.076923076,195.87,5,0,1
1796,0.061538461,101.13,4,0,0
1805,0.015384615,54.6,1,1,0
1805,0.046153846,47.22,3,0,0
1429,0.292307692,183.51,17,0,0
1803,0.015384615,48.0,1,1,0
477,0.153846153,123.39,10,0,1
1805,0.03076923,38.22,2,0,0
764,0.384615384,151.05,17,0,1
1195,0.046153846,16.73,3,0,1
1805,0.015384615,24.63,1,1,0
1805,0.015384615,25.35,1,1,0
1779,0.076923076,110.87,5,0,0
1805,0.076923076,102.33,4,0,0
493,0.2,80.46,13,0,1
1805,0.015384615,53.3,1,1,0
1804,0.046153846,46.22,3,0,0
695,0.123076923,62.24,8,0,1
1312,0.03076923,63.85,2,0,0
1804,0.061538461,47.8,4,0,0
771,0.184615384,184.06,11,0,1
1357,0.123076923,66.97,7,0,0
1805,0.138461538,144.4,9,0,0
1805,0.015384615,54.0,1,1,0
1805,0.03076923,69.9,2,0,0
1805,0.061538461,25.4,2,0,0
1053,0.061538461,256.92,4,0,1
1805,0.046153846,55.76,3,0,0
1799,0.153846153,159.19,8,0,0
1426,0.169230769,198.3,10,0,0
1804,0.03076923,58.68,2,0,0
1805,0.015384615,22.43,1,1,0
1784,0.092307692,204.76,5,0,0
1805,0.015384615,8.32,1,1,0
1804,0.015384615,33.29,1,1,0
1804,0.015384615,79.33,1,1,0
490,0.307692307,124.77,12,0,1
97,0.461538461,259.74,29,0,3
309,0.061538461,63.73,4,0,1
1804,0.03076923,45.76,2,0,0
1804,0.015384615,13.6,1,1,0
1804,0.015384615,60.0,1,1,0
1085,0.046153846,38.88,3,0,1
1804,0.015384615,53.25,1,1,0
18,0.076923076,69.42,4,0,1
1804,0.015384615,38.67,1,1,0
1750,0.03076923,139.46,1,1,0
1804,0.169230769,177.8,11,0,0
487,0.153846153,111.6,10,0,1
1804,0.015384615,43.72,1,1,0
106,0.076923076,77.46,5,0,1
1804,0.03076923,140.17,2,0,0
1804,0.03076923,70.37,2,0,0
1804,0.015384615,271.88,1,1,0
1797,0.046153846,9.13,1,1,0
1804,0.015384615,39.93,1,1,0
1804,0.061538461,881.71,4,0,0
1804,0.046153846,45.19,2,0,0
661,0.015384615,13.64,1,1,1
1804,0.015384615,50.6,1,1,0
1393,0.384615384,95.14,20,0,1
1804,0.015384615,20.79,1,1,0
1804,0.015384615,49.0,1,1,0
493,1.092307692,560.82,48,0,3
334,4.2,5162.03,143,0,2
1804,0.015384615,104.13,1,1,0
1804,0.046153846,58.63,3,0,0
1780,0.076923076,178.13,5,0,0
1804,0.015384615,7.97,1,1,0
401,0.046153846,79.14,3,0,1
1804,0.015384615,24.96,1,1,0
1804,0.046153846,44.14,3,0,0
1683,0.015384615,7.19,1,1,0
1382,0.092307692,177.59,6,0,0
933,0.153846153,89.01,10,0,1
1804,0.03076923,66.65,2,0,0
1804,0.015384615,32.67,1,1,0
1804,0.061538461,137.29,4,0,0
1804,0.015384615,23.27,1,1,0
1804,0.015384615,85.93,1,1,0
558,0.153846153,202.42,9,0,1
1804,0.015384615,24.92,1,1,0
1804,0.015384615,73.3,1,1,0
1793,0.061538461,32.54,4,0,0
554,0.046153846,69.86,3,0,1
1804,0.015384615,13.6,1,1,0
391,0.061538461,146.08,4,0,1
1804,0.015384615,38.67,1,1,0
255,0.138461538,193.34,9,0,1
1804,0.046153846,45.13,3,0,0
492,0.43076923,267.78,20,0,3
1804,0.03076923,24.87,2,0,0
1802,0.061538461,132.43,4,0,0
1013,0.03076923,12.23,2,0,1
1804,0.015384615,16.66,1,1,0
1804,0.015384615,49.99,1,1,0
1801,0.046153846,104.08,3,0,0
996,0.076923076,43.46,5,0,1
1752,0.123076923,167.35,8,0,0
632,0.107692307,114.84,7,0,1
270,0.246153846,345.85,16,0,1
1804,0.03076923,21.47,2,0,0
1804,0.015384615,17.27,1,1,0
1630,0.138461538,184.27,8,0,0
1804,0.015384615,8.32,1,1,0
1804,0.015384615,33.33,1,1,0
1438,0.015384615,6.0,1,1,0
1071,0.215384615,113.79,14,0,1
601,0.061538461,414.67,2,0,1
636,0.107692307,79.86,7,0,1
1804,0.03076923,37.45,2,0,0
904,0.23076923,203.37,14,0,1
1804,0.03076923,41.69,2,0,0
1070,0.169230769,165.49,11,0,1
1804,0.061538461,43.93,4,0,0
1804,0.03076923,32.47,2,0,0
1801,0.046153846,45.78,2,0,0
1803,0.015384615,111.92,1,1,0
332,0.076923076,91.01,5,0,1
1804,0.061538461,30.58,4,0,0
1358,0.046153846,49.86,3,0,0
1804,0.046153846,58.65,3,0,0
1804,0.015384615,14.8,1,1,0
1804,0.03076923,72.69,2,0,0
1804,0.061538461,95.68,2,0,0
1717,0.076923076,82.32,5,0,0
1804,0.03076923,47.13,2,0,0
1804,0.046153846,69.92,3,0,0
1804,0.046153846,96.48,2,0,0
860,0.584615384,240.87,35,0,3
1771,0.03076923,94.72,2,0,0
187,0.2,157.0,10,0,1
1804,0.015384615,73.27,1,1,0
378,0.123076923,68.36,8,0,1
1804,0.015384615,18.73,1,1,0
1038,0.046153846,51.15,3,0,1
1804,0.061538461,43.52,4,0,0
1804,0.046153846,42.28,3,0,0
277,0.538461538,310.69,29,0,3
1804,0.015384615,24.96,1,1,0
475,0.015384615,4.44,1,1,1
1126,0.03076923,47.48,2,0,1
1804,0.107692307,49.37,5,0,0
1007,0.03076923,157.53,2,0,1
1773,0.123076923,158.77,8,0,0
1804,0.03076923,14.98,1,1,0
1804,0.015384615,30.2,1,1,0
1804,0.03076923,48.39,2,0,0
1589,0.092307692,47.69,6,0,0
1804,0.015384615,17.27,1,1,0
1804,0.046153846,74.97,3,0,0
1804,0.076923076,42.81,3,0,0
1804,0.123076923,47.46,8,0,0
1804,0.015384615,326.67,1,1,0
1804,0.015384615,86.67,1,1,0
1804,0.015384615,196.95,1,1,0
1804,0.015384615,29.93,1,1,0
1804,0.03076923,56.6,2,0,0
661,0.184615384,86.91,12,0,1
1804,0.015384615,65.87,1,1,0
1803,0.107692307,42.02,6,0,0
1804,0.061538461,59.9,4,0,0
1804,0.015384615,32.33,1,1,0
1804,0.015384615,23.28,1,1,0
1804,0.03076923,66.0,1,1,0
449,0.015384615,19.23,1,1,1
1804,0.03076923,346.67,2,0,0
1804,0.138461538,45.04,9,0,0
1804,0.03076923,36.25,2,0,0
698,0.276923076,122.73,17,0,1
1803,0.046153846,75.34,3,0,0
1804,0.015384615,298.67,1,1,0
1330,0.092307692,235.9,5,0,0
1804,0.03076923,42.46,2,0,0
1804,0.03076923,164.3,2,0,0
1804,0.03076923,7.46,2,0,0
1804,0.015384615,47.94,1,1,0
1804,0.03076923,70.1,2,0,0
1804,0.046153846,42.55,3,0,0
1804,0.03076923,91.81,2,0,0
337,0.061538461,57.11,4,0,1
1804,0.03076923,41.84,2,0,0
1804,0.015384615,6.63,1,1,0
1804,0.015384615,111.88,1,1,0
1804,0.015384615,29.14,1,1,0
403,0.061538461,77.1,4,0,1
1027,0.184615384,79.37,7,0,1
1804,0.046153846,45.41,3,0,0
1804,0.015384615,59.38,1,1,0
1804,0.015384615,20.79,1,1,0
1804,0.046153846,22.13,3,0,0
910,0.061538461,65.01,4,0,1
1804,0.015384615,16.66,1,1,0
1803,0.061538461,49.35,4,0,0
1804,0.015384615,19.97,1,1,0
1801,0.03076923,65.34,2,0,0
1803,0.015384615,175.33,1,1,0
279,0.323076923,151.68,16,0,1
1803,0.046153846,101.48,3,0,0
1438,0.092307692,44.74,6,0,0
1279,0.03076923,54.83,2,0,0
1757,0.092307692,52.82,5,0,0
1803,0.015384615,42.67,1,1,0
437,0.046153846,83.25,3,0,1
1803,0.015384615,159.33,1,1,0
1607,0.03076923,54.12,2,0,0
1803,0.015384615,56.67,1,1,0
1803,0.03076923,35.26,2,0,0
32,0.769230769,728.85,41,0,3
1803,0.015384615,22.72,1,1,0
1803,0.046153846,40.76,3,0,0
1803,0.046153846,62.04,3,0,0
1803,0.061538461,63.48,4,0,0
1746,0.061538461,442.14,4,0,0
1802,0.123076923,492.76,8,0,0
1803,0.076923076,51.0,5,0,0
1803,0.015384615,23.17,1,1,0
1803,0.015384615,8.17,1,1,0
1803,0.015384615,66.64,1,1,0
1568,0.061538461,24.25,3,0,0
1803,0.046153846,81.69,3,0,0
1419,0.076923076,65.81,5,0,0
1785,0.046153846,115.0,2,0,0
1803,0.015384615,14.31,1,1,0
1803,0.015384615,37.89,1,1,0
1803,0.03076923,22.45,2,0,0
1500,0.076923076,64.28,4,0,0
1803,0.03076923,45.44,1,1,0
1803,0.076923076,43.97,5,0,0
1803,0.015384615,24.92,1,1,0
1242,0.061538461,83.35,4,0,0
1803,0.03076923,66.59,2,0,0
1701,0.046153846,104.38,2,0,0
1802,0.015384615,41.08,1,1,0
1803,0.015384615,54.6,1,1,0
1803,0.015384615,33.32,1,1,0
1803,0.03076923,74.98,2,0,0
1198,0.215384615,75.79,14,0,1
1803,0.03076923,78.65,2,0,0
1803,0.015384615,20.79,1,1,0
1803,0.015384615,19.93,1,1,0
1201,0.2,56.56,12,0,1
1803,0.092307692,25.93,6,0,0
1803,0.015384615,25.35,1,1,0
1803,0.015384615,43.25,1,1,0
1803,0.061538461,95.37,3,0,0
1803,0.015384615,85.0,1,1,0
65,0.046153846,15.11,1,1,1
1803,0.015384615,175.33,1,1,0
1803,0.03076923,43.38,2,0,0
1189,0.046153846,64.7,3,0,1
189,2.0,1411.64,98,0,2
1802,0.138461538,122.94,9,0,0
1801,0.061538461,53.45,3,0,0
1803,0.015384615,26.63,1,1,0
1803,0.061538461,63.66,4,0,0
65,0.4,316.29,25,0,3
1803,0.061538461,58.26,3,0,0
1803,0.015384615,26.63,1,1,0
1803,0.015384615,66.0,1,1,0
1803,0.046153846,52.81,3,0,0
250,0.63076923,553.41,36,0,3
1803,0.03076923,17.52,2,0,0
1803,0.046153846,92.0,2,0,0
1803,0.03076923,346.67,2,0,0
1732,0.184615384,179.01,11,0,0
401,0.323076923,377.44,19,0,3
1079,0.076923076,103.34,5,0,1
1803,0.015384615,24.96,1,1,0
646,0.2,78.64,12,0,1
1803,0.015384615,44.0,1,1,0
1803,0.015384615,49.97,1,1,0
1803,0.015384615,42.67,1,1,0
1803,0.015384615,86.35,1,1,0
1803,0.015384615,55.39,1,1,0
1355,0.092307692,30.49,5,0,0
1803,0.03076923,37.37,2,0,0
365,0.046153846,34.56,3,0,1
1591,0.03076923,43.17,2,0,0
1803,0.015384615,16.63,1,1,0
1803,0.015384615,13.6,1,1,0
1456,0.046153846,36.01,3,0,0
1803,0.03076923,43.26,2,0,0
1802,0.061538461,107.69,3,0,0
1803,0.015384615,33.3,1,1,0
1803,0.015384615,17.46,1,1,0
1803,0.03076923,74.54,1,1,0
1803,0.03076923,62.47,2,0,0
1803,0.015384615,113.27,1,1,0
1678,0.076923076,281.63,4,0,0
102,0.169230769,152.69,11,0,1
539,0.046153846,81.05,3,0,1
1803,0.015384615,21.14,1,1,0
1803,0.046153846,65.3,3,0,0
1803,0.061538461,36.88,4,0,0
1803,0.015384615,36.6,1,1,0
1750,0.015384615,27.69,1,1,0
1803,0.138461538,290.65,8,0,0
1803,0.046153846,47.35,2,0,0
1803,0.046153846,69.61,2,0,0
1803,0.015384615,27.05,1,1,0
1440,0.323076923,185.65,11,0,0
1803,0.046153846,41.71,3,0,0
1760,0.015384615,22.17,1,1,0
1803,0.107692307,22.83,7,0,0
1438,0.138461538,158.54,9,0,0
1803,0.015384615,40.8,1,1,0
1803,0.153846153,53.75,10,0,0
1803,0.015384615,33.3,1,1,0
1803,0.03076923,47.48,2,0,0
1803,0.046153846,58.8,2,0,0
1803,0.046153846,52.43,3,0,0
1803,0.046153846,46.97,3,0,0
1800,0.03076923,25.43,2,0,0
521,0.338461538,258.14,19,0,3
1803,0.015384615,59.38,1,1,0
1803,0.046153846,42.83,3,0,0
1787,0.061538461,81.47,4,0,0
1381,0.046153846,52.49,3,0,0
1803,0.061538461,42.31,4,0,0
1803,0.015384615,32.33,1,1,0
745,0.276923076,365.11,13,0,1
282,0.03076923,24.39,2,0,1
628,0.123076923,94.74,7,0,1
1678,0.076923076,79.96,4,0,0
1803,0.03076923,42.44,2,0,0
1074,0.123076923,97.07,7,0,1
1803,0.03076923,43.66,2,0,0
1803,0.015384615,16.66,1,1,0
1803,0.015384615,11.64,1,1,0
1803,0.015384615,23.89,1,1,0
1803,0.015384615,54.6,1,1,0
1803,0.015384615,12.49,1,1,0
466,0.015384615,4.81,1,1,1
1008,0.076923076,187.81,5,0,1
1803,0.015384615,17.46,1,1,0
1803,0.015384615,31.93,1,1,0
521,0.046153846,75.79,3,0,1
1803,0.03076923,44.24,2,0,0
744,0.123076923,38.23,8,0,1
1803,0.015384615,20.83,1,1,0
1803,0.03076923,56.82,2,0,0
1786,0.076923076,85.6,4,0,0
46,0.415384615,157.84,19,0,1
1494,0.03076923,93.0,2,0,0
1803,0.03076923,36.8,2,0,0
705,0.061538461,46.37,4,0,1
1803,0.061538461,50.83,3,0,0
1803,0.046153846,60.71,3,0,0
1071,0.261538461,115.29,11,0,1
131,0.169230769,265.66,9,0,1
1803,0.015384615,35.93,1,1,0
1429,0.015384615,3.89,1,1,0
1803,0.061538461,47.89,4,0,0
1802,0.076923076,85.37,5,0,0
1802,0.03076923,58.21,2,0,0
1802,0.076923076,157.4,5,0,0
766,0.061538461,744.26,4,0,1
332,0.292307692,188.53,17,0,1
1791,0.2,290.08,7,0,0
1802,0.03076923,26.95,2,0,0
1802,0.046153846,79.05,3,0,0
1029,0.046153846,49.94,3,0,1
1802,0.015384615,20.82,1,1,0
451,0.523076923,372.89,32,0,3
731,0.046153846,49.78,3,0,1
1802,0.015384615,58.01,1,1,0
1743,0.076923076,82.59,5,0,0
396,0.03076923,9.98,2,0,1
835,0.076923076,141.7,5,0,1
760,0.03076923,25.93,2,0,1
1802,0.03076923,20.25,2,0,0
688,0.092307692,59.79,6,0,1
1074,0.046153846,47.65,3,0,1
1802,0.015384615,22.43,1,1,0
1802,0.123076923,124.67,8,0,0
24,0.676923076,387.48,39,0,3
1689,0.061538461,178.51,3,0,0
1802,0.03076923,109.73,2,0,0
36,0.138461538,135.25,9,0,1
1606,0.261538461,126.48,17,0,0
30,0.107692307,78.57,7,0,1
224,0.092307692,57.33,6,0,1
1802,0.015384615,202.49,1,1,0
1747,0.153846153,92.33,10,0,0
584,0.061538461,44.18,4,0,1
1802,0.015384615,33.29,1,1,0
1802,0.046153846,45.34,2,0,0
1802,0.015384615,14.16,1,1,0
611,0.076923076,236.99,4,0,1
1802,0.015384615,8.32,1,1,0
1802,0.015384615,16.63,1,1,0
1802,0.03076923,367.08,2,0,0
269,0.076923076,102.74,5,0,1
1802,0.015384615,22.63,1,1,0
1439,0.061538461,39.09,4,0,0
1615,0.076923076,17.56,5,0,0
312,0.23076923,138.24,15,0,1
79,0.461538461,290.06,25,0,3
1802,0.03076923,21.81,2,0,0
90,0.076923076,64.95,5,0,1
1192,0.076923076,100.12,5,0,1
1802,0.015384615,63.33,1,1,0
562,0.169230769,99.36,8,0,1
1423,0.138461538,144.9,9,0,0
1676,0.015384615,28.27,1,1,0
930,0.153846153,246.78,10,0,1
1802,0.015384615,21.84,1,1,0
981,0.107692307,96.02,4,0,1
1802,0.046153846,82.85,3,0,0
1735,0.107692307,145.67,5,0,0
1802,0.015384615,109.79,1,1,0
1802,0.015384615,9.97,1,1,0
1025,0.2,145.23,11,0,1
1802,0.015384615,29.12,1,1,0
403,0.046153846,25.5,3,0,1
1802,0.015384615,16.66,1,1,0
1725,0.046153846,61.42,3,0,0
1289,0.2,42.17,13,0,1
1802,0.061538461,49.91,3,0,0
1802,0.03076923,58.97,2,0,0
1802,0.076923076,42.77,3,0,0
643,0.353846153,138.47,22,0,1
1264,0.046153846,89.19,3,0,0
1802,0.076923076,95.53,5,0,0
1802,0.046153846,21.16,3,0,0
1802,0.03076923,20.33,2,0,0
1735,0.061538461,42.84,2,0,0
1802,0.061538461,62.79,4,0,0
1733,0.2,131.61,13,0,0
1802,0.076923076,108.53,5,0,0
1218,0.061538461,34.81,4,0,1
62,0.076923076,98.78,4,0,1
1802,0.015384615,120.35,1,1,0
1802,0.015384615,57.5,1,1,0
1802,0.015384615,16.66,1,1,0
1802,0.015384615,21.84,1,1,0
1431,0.076923076,100.94,5,0,0
1097,0.015384615,8.69,1,1,1
1802,0.092307692,14.58,6,0,0
1801,0.061538461,159.27,4,0,0
1802,0.03076923,101.56,2,0,0
1802,0.046153846,49.73,3,0,0
1056,0.169230769,155.51,10,0,1
1802,0.015384615,31.22,1,1,0
1802,0.015384615,410.83,1,1,0
1802,0.015384615,8.32,1,1,0
1366,0.046153846,24.13,3,0,0
1802,0.015384615,24.76,1,1,0
1802,0.015384615,31.84,1,1,0
840,0.076923076,48.0,4,0,1
765,0.061538461,116.06,4,0,1
1716,0.246153846,97.24,9,0,0
1802,0.015384615,6.24,1,1,0
1802,0.046153846,48.44,3,0,0
1802,0.061538461,58.61,4,0,0
1381,0.153846153,179.02,10,0,0
1802,0.015384615,25.43,1,1,0
1802,0.03076923,57.48,2,0,0
1739,0.107692307,96.13,4,0,0
702,0.184615384,55.68,11,0,1
520,0.246153846,56.05,15,0,1
1802,0.046153846,42.64,3,0,0
1802,0.03076923,56.63,2,0,0
176,0.246153846,508.25,16,0,3
1802,0.015384615,8.33,1,1,0
1802,0.015384615,77.85,1,1,0
16,0.046153846,75.06,3,0,1
1802,0.015384615,42.46,1,1,0
1802,0.03076923,48.47,2,0,0
1802,0.015384615,49.97,1,1,0
63,0.061538461,88.48,4,0,1
1082,0.03076923,86.38,2,0,1
1802,0.046153846,14.29,3,0,0
1802,0.046153846,70.67,3,0,0
1802,0.015384615,15.65,1,1,0
1802,0.015384615,16.66,1,1,0
1802,0.107692307,121.07,7,0,0
1580,0.076923076,45.37,5,0,0
1655,0.046153846,64.89,3,0,0
1802,0.138461538,123.98,9,0,0
1802,0.03076923,29.95,2,0,0
1802,0.046153846,69.21,3,0,0
1802,0.015384615,48.52,1,1,0
1802,0.015384615,20.59,1,1,0
1802,0.015384615,19.09,1,1,0
549,0.215384615,101.87,14,0,1
1383,0.046153846,15.8,3,0,0
1802,0.107692307,67.76,6,0,0
394,0.092307692,74.22,6,0,1
1802,0.03076923,29.16,2,0,0
1802,0.046153846,54.96,3,0,0
1802,0.015384615,40.59,1,1,0
1802,0.015384615,40.59,1,1,0
1464,0.153846153,136.9,10,0,0
1191,0.138461538,346.36,7,0,1
1802,0.03076923,73.59,2,0,0
1802,0.015384615,416.62,1,1,0
1074,0.153846153,98.02,10,0,1
1802,0.03076923,74.31,2,0,0
1802,0.046153846,42.66,3,0,0
85,0.046153846,44.32,3,0,1
1105,0.138461538,93.89,9,0,1
1717,0.092307692,164.99,5,0,0
1802,0.061538461,70.67,4,0,0
812,0.076923076,118.74,4,0,1
74,0.723076923,330.61,45,0,3
1790,0.061538461,106.9,4,0,0
420,0.107692307,45.94,7,0,1
1802,0.046153846,44.25,3,0,0
1802,0.015384615,49.99,1,1,0
1802,0.015384615,53.09,1,1,0
1802,0.046153846,114.05,2,0,0
1802,0.015384615,347.08,1,1,0
268,0.03076923,849.99,2,0,1
149,0.03076923,22.6,1,1,1
1802,0.015384615,24.97,1,1,0
1802,0.015384615,24.34,1,1,0
1802,0.046153846,21.22,3,0,0
901,0.246153846,156.11,16,0,1
1802,0.046153846,189.74,3,0,0
470,0.338461538,211.72,20,0,1
1802,0.03076923,22.98,2,0,0
1593,0.153846153,146.21,10,0,0
1802,0.153846153,147.37,9,0,0
919,0.676923076,261.53,33,0,3
1802,0.015384615,6.3,1,1,0
432,0.215384615,112.16,14,0,1
1206,0.153846153,70.23,10,0,1
1802,0.015384615,21.84,1,1,0
1802,0.015384615,29.13,1,1,0
541,0.092307692,77.71,6,0,1
1802,0.03076923,118.18,2,0,0
214,0.123076923,69.5,7,0,1
341,0.246153846,147.72,16,0,1
1761,0.076923076,68.7,5,0,0
1802,0.015384615,24.34,1,1,0
1699,0.092307692,23.18,6,0,0
285,0.107692307,81.38,7,0,1
1802,0.076923076,44.3,5,0,0
1797,0.015384615,206.25,1,1,0
1802,0.03076923,208.28,2,0,0
1159,0.03076923,62.86,2,0,1
1802,0.03076923,83.26,2,0,0
1802,0.015384615,28.3,1,1,0
1802,0.138461538,187.07,7,0,0
1555,0.061538461,18.85,4,0,0
1802,0.015384615,33.33,1,1,0
1802,0.015384615,42.43,1,1,0
1028,0.184615384,181.48,11,0,1
1802,0.015384615,14.45,1,1,0
185,0.276923076,129.71,17,0,1
1801,0.015384615,28.26,1,1,0
951,0.076923076,67.15,5,0,1
1787,0.03076923,257.51,2,0,0
72,0.03076923,40.58,2,0,1
1089,0.23076923,151.33,12,0,1
1646,0.061538461,192.48,4,0,0
1801,0.03076923,43.43,2,0,0
1440,0.046153846,83.82,3,0,0
1558,0.153846153,349.41,7,0,0
116,0.015384615,4.44,1,1,1
1801,0.015384615,42.43,1,1,0
1801,0.03076923,20.37,2,0,0
1801,0.015384615,49.96,1,1,0
1801,0.015384615,27.9,1,1,0
1754,0.169230769,74.73,11,0,0
1801,0.046153846,80.43,3,0,0
1749,0.184615384,136.5,11,0,0
1801,0.015384615,20.59,1,1,0
1668,0.184615384,771.14,7,0,0
1801,0.015384615,18.71,1,1,0
1376,0.676923076,451.36,30,0,3
987,0.092307692,84.74,6,0,1
1801,0.03076923,67.17,2,0,0
1622,0.246153846,108.87,14,0,0
659,0.061538461,116.48,3,0,1
640,0.046153846,65.06,3,0,1
463,0.076923076,67.65,5,0,1
1801,0.076923076,21.85,5,0,0
1801,0.03076923,69.42,1,1,0
995,0.03076923,12.35,2,0,1
1722,0.184615384,62.24,12,0,0
1801,0.046153846,55.46,3,0,0
1801,0.061538461,249.35,4,0,0
1801,0.061538461,53.31,4,0,0
1801,0.076923076,36.74,5,0,0
1098,0.076923076,87.7,5,0,1
1801,0.046153846,26.5,2,0,0
1794,0.015384615,179.33,1,1,0
1801,0.061538461,73.5,4,0,0
1696,0.076923076,61.65,5,0,0
1801,0.046153846,68.48,3,0,0
1801,0.015384615,111.92,1,1,0
1801,0.03076923,42.44,2,0,0
1801,0.03076923,113.07,1,1,0
688,0.184615384,223.87,10,0,1
1801,0.015384615,46.6,1,1,0
246,1.092307692,751.99,54,0,3
1801,0.015384615,24.34,1,1,0
1441,0.092307692,56.21,6,0,0
1801,0.015384615,40.79,1,1,0
1801,0.015384615,53.09,1,1,0
1604,0.276923076,143.34,9,0,0
1801,0.015384615,92.01,1,1,0
1800,0.015384615,162.42,1,1,0
1801,0.03076923,16.47,2,0,0
1801,0.03076923,13.23,2,0,0
