recency,frequency,monetary,variety,kmeans_cluster
1742,2,19.72,2,1
857,3,43.11,3,0
467,79,868.36,68,3
2546,2,44.34,2,1
367,39,238.77,31,3
269,9,578.73,9,0
1786,4,68.94,4,1
2483,4,37.45,1,1
945,8,105.48,7,0
1194,56,2136.54,47,3
505,2,45.59,2,0
1195,18,387.96,14,0
1278,4,25.97,4,0
2258,1,18.68,1,1
2243,1,103.29,1,1
1251,1,62.5,1,0
1243,2,20.16,2,0
1823,2,47.02,1,1
2488,25,171.65,20,1
2716,1,13.87,1,1
2028,2,31.55,2,1
552,92,1157.34,75,3
791,8,119.62,8,0
2531,4,188.58,4,1
1915,11,114.69,8,1
594,4,73.68,3,0
2233,2,42.36,1,1
1066,3,35.06,3,0
1875,6,76.05,5,1
2738,2,64.51,2,1
169,16,306.19,14,0
2845,2,46.65,2,1
2850,4,80.28,4,1
1357,2,27.24,2,0
2210,2,125.71,2,1
2581,10,191.37,10,1
872,13,181.59,9,0
1903,3,36.68,3,1
2708,1,89.25,1,1
1452,6,101.06,6,1
2284,11,246.68,10,1
225,78,465.29,65,3
1560,13,240.72,12,1
446,13,204.02,12,0
2927,2,61.05,2,1
2340,10,294.3,8,1
1188,46,517.2,43,3
229,6,98.63,5,0
170,11,244.79,10,0
1296,2,22.1,2,0
715,2,111.53,1,0
1606,5,49.69,4,1
1086,14,173.43,10,0
507,7,86.29,5,0
1963,2,41.69,2,1
1389,12,127.25,10,0
504,22,473.71,15,0
438,61,569.41,51,3
394,3,30.33,3,0
1201,8,189.35,8,0
629,12,219.57,11,0
267,61,644.83,57,3
1369,5,12.75,4,0
282,9,132.78,9,0
521,11,125.58,11,0
826,1,8.74,1,0
168,1,22.75,1,0
2541,5,51.5,4,1
2033,11,197.42,11,1
709,5,24.73,3,0
1664,17,178.21,13,1
1784,4,38.63,4,1
573,11,159.82,10,0
2837,3,43.91,3,1
506,102,2439.48,78,3
2794,3,164.7,3,1
2263,22,172.78,19,1
2907,3,70.0,3,1
606,34,282.67,30,3
1478,1,30.33,1,1
554,5,54.1,5,0
1167,1,15.62,1,0
863,52,444.21,46,3
421,22,228.04,19,0
1674,2,42.55,2,1
526,9,124.56,8,0
1874,1,60.86,1,1
2254,20,145.27,9,1
233,13,212.56,11,0
813,1,23.18,1,0
1979,2,44.9,2,1
374,3,20.69,3,0
2538,1,11.63,1,1
816,9,102.53,9,0
169,48,647.5,42,3
2760,2,26.13,2,1
912,20,191.94,15,0
490,3,65.28,3,0
1866,4,27.55,4,1
2707,4,89.97,4,1
1388,6,47.81,6,0
2742,4,47.85,4,1
2043,3,50.81,3,1
2166,2,44.92,1,1
2130,3,103.33,3,1
990,1,14.25,1,0
1092,1,17.22,1,0
2495,26,378.04,26,1
1387,3,18.35,2,0
807,10,223.09,8,0
552,14,66.05,7,0
518,1,7.89,1,0
176,18,660.9,15,3
274,40,725.07,33,3
745,1,7.79,1,0
608,12,116.06,12,0
869,6,87.41,4,0
1329,1,10.62,1,0
2375,5,42.92,5,1
2021,2,33.24,1,1
1605,6,95.11,6,1
2679,1,49.92,1,1
329,44,278.5,37,3
2347,4,45.22,4,1
936,10,140.26,10,0
348,10,163.28,9,0
1741,13,496.1,11,1
708,13,90.83,11,0
2062,7,100.45,7,1
2521,2,127.71,2,1
2602,1,37.46,1,1
421,18,246.55,17,0
2254,3,85.34,3,1
1428,16,80.38,12,0
256,5,30.05,4,0
1968,10,214.77,8,1
247,58,537.28,31,3
1590,67,765.8,59,3
1523,2,16.09,2,1
1480,3,74.79,3,1
2657,4,114.65,3,1
2362,2,55.71,2,1
1224,5,16.99,5,0
327,13,263.48,13,0
2326,11,157.51,10,1
1704,6,49.83,6,1
448,3,80.48,3,0
1753,6,130.8,6,1
446,2,75.61,2,0
355,2,32.93,2,0
1166,14,166.62,14,0
1046,1,6.94,1,0
960,42,548.5,38,3
1087,16,123.82,13,0
1671,4,102.52,4,1
538,71,1194.46,60,3
419,6,25.65,6,0
2065,9,165.78,8,1
439,93,1119.33,78,3
298,6,60.93,6,0
220,11,72.28,11,0
2443,7,131.26,6,1
233,89,719.66,71,3
1254,1,27.95,1,0
356,3,27.17,3,0
2299,1,48.71,1,1
1030,4,52.12,4,0
2670,13,147.13,10,1
1532,1,24.03,1,1
2226,10,271.25,8,1
2288,8,93.82,7,1
1290,9,121.71,8,0
288,29,372.31,25,3
2518,7,258.67,7,1
1605,3,83.81,3,1
2724,7,422.55,5,1
869,40,228.24,33,3
1419,7,25.86,6,0
2848,5,83.53,4,1
2042,12,129.45,11,1
1309,2,61.77,2,0
1244,1,25.86,1,0
1544,1,13.53,1,1
2320,5,99.21,5,1
1041,38,191.43,30,3
523,7,307.28,5,0
980,6,23.17,4,0
1971,36,738.83,27,3
176,5,25.71,3,0
189,29,197.51,27,3
1665,14,20.03,6,1
571,5,64.86,4,0
182,66,877.09,58,3
709,74,505.95,52,3
1909,2,44.18,2,1
1635,6,60.27,5,1
545,5,2.4,5,0
893,57,381.09,42,3
222,222,3347.04,102,2
2123,15,247.79,14,1
2178,4,90.29,3,1
598,4,26.27,4,0
1342,4,3.22,3,0
1562,131,1927.34,101,2
1018,11,79.21,11,0
1453,1,12.09,1,1
186,149,1883.57,110,2
1200,3,13.74,3,0
288,15,405.23,6,0
872,20,526.17,16,0
1394,13,458.17,12,1
531,13,297.8,13,0
666,2,78.91,2,0
1017,6,20.32,6,0
1286,58,1075.72,49,3
201,5,81.03,5,0
1599,1,36.96,1,1
508,3,45.28,3,0
1975,4,93.54,3,1
343,24,161.41,17,0
435,2,16.3,2,0
1088,21,242.63,17,0
2521,2,17.34,2,1
435,30,402.04,24,3
916,7,87.74,7,0
1606,11,171.56,9,1
2338,12,518.26,10,1
1242,2,14.78,1,0
681,16,264.53,16,0
1031,127,1743.86,98,3
1592,39,369.03,17,3
201,149,2525.61,90,2
1217,9,107.71,8,0
1810,32,325.0,30,3
1475,145,1344.14,94,3
2610,4,106.3,4,1
2127,21,145.79,19,1
2100,19,273.06,17,1
2920,7,62.2,6,1
284,1,19.07,1,0
499,5,25.87,5,0
2482,4,42.49,4,1
2052,3,72.05,3,1
524,1,11.13,1,0
2320,6,133.46,5,1
1359,41,441.1,37,3
895,5,16.47,3,0
2586,3,117.02,3,1
1538,12,113.23,11,1
1384,3,8.71,3,0
326,5,26.82,5,0
2774,4,43.84,4,1
2361,1,29.16,1,1
180,11,131.99,11,0
1753,36,557.67,27,3
1748,16,40.34,13,1
1105,2,30.95,2,0
2203,4,83.83,4,1
398,7,114.61,7,0
321,26,198.35,21,0
421,43,713.73,35,3
2227,154,8138.62,68,2
1607,15,-66.82,13,1
1160,35,386.9,25,3
2441,22,249.92,17,1
222,2,40.48,2,0
337,67,765.26,53,3
319,12,60.87,10,0
1814,1,18.88,1,1
420,1,16.54,1,0
292,4,11.54,4,0
1242,12,81.43,11,0
2324,12,110.7,10,1
2505,7,87.11,6,1
2244,1,7.42,1,1
1409,5,97.26,5,0
2119,18,375.98,16,1
1790,178,3116.88,109,2
790,17,169.31,15,0
1596,15,248.94,15,1
2496,2,14.82,2,1
872,7,80.58,4,0
1299,11,91.34,10,0
266,1,16.01,1,0
1972,3,60.75,3,1
811,5,34.34,5,0
331,51,1188.83,39,3
293,4,31.58,4,0
900,2,100.17,2,0
2518,6,238.99,6,1
889,1,11.97,1,0
2485,8,46.09,7,1
657,6,83.58,5,0
527,33,543.73,30,3
1638,1,35.99,1,1
832,11,109.78,10,0
506,14,299.04,14,0
994,4,31.26,3,0
2412,14,147.1,14,1
501,16,149.97,15,0
2319,1,22.45,1,1
1932,12,79.52,11,1
893,67,836.67,47,3
1855,55,1058.77,49,3
455,7,290.11,7,0
2541,2,106.66,1,1
211,28,188.18,24,0
2512,2,162.71,2,1
1373,33,303.0,30,3
499,28,335.68,21,3
2734,5,31.69,5,1
895,7,47.48,7,0
2022,7,126.86,5,1
2495,2,28.31,2,1
2525,5,87.4,4,1
1605,3,50.01,3,1
1054,2,7.71,2,0
789,16,260.62,14,0
1971,4,121.5,4,1
1298,7,67.42,7,0
230,34,581.71,25,3
503,24,367.79,22,3
1311,8,37.18,8,0
413,1,13.98,1,0
552,53,407.12,46,3
448,42,456.14,39,3
2641,5,77.74,4,1
2655,1,99.33,1,1
1016,10,50.99,9,0
175,4,42.44,3,0
1005,15,187.23,13,0
2607,2,45.08,2,1
1616,1,8.05,1,1
2895,2,36.62,2,1
347,1,9.2,1,0
543,10,214.0,10,0
2335,9,194.96,8,1
1246,14,347.33,14,0
2539,4,73.58,3,1
1813,9,291.26,9,1
1680,11,157.02,11,1
935,10,74.46,10,0
1813,3,36.47,3,1
1217,3,17.12,3,0
2230,40,990.81,36,3
2718,2,53.92,2,1
629,100,1036.96,82,3
1765,2,12.87,2,1
2216,1,33.32,1,1
2283,5,46.13,5,1
1499,4,78.93,4,1
568,6,73.11,4,0
252,6,60.16,5,0
1219,5,58.42,4,0
2176,4,30.96,3,1
585,60,1058.06,47,3
2732,3,30.52,3,1
2694,1,48.75,1,1
507,51,961.13,35,3
1242,1,3.32,1,0
2229,2,26.65,2,1
1174,1,6.49,1,0
2343,15,197.34,11,1
171,10,96.15,10,0
2639,16,792.84,12,1
1859,5,38.01,5,1
2743,62,621.25,45,3
2696,6,58.11,6,1
2326,25,385.13,23,1
2500,3,125.13,2,1
2239,4,175.54,4,1
1992,1,39.97,1,1
455,4,50.6,4,0
1623,7,100.88,7,1
2413,2,66.65,2,1
1629,1,18.63,1,1
1243,17,245.91,17,0
210,1,4.17,1,0
1024,15,311.59,8,0
197,42,298.29,36,3
2325,12,383.28,11,1
1737,8,168.58,8,1
692,2,13.22,2,0
219,145,1609.69,89,3
2078,3,95.78,3,1
239,1,9.33,1,0
636,4,27.64,4,0
2399,1,53.3,1,1
1725,1,3.33,1,1
2298,4,52.48,4,1
171,39,228.44,32,3
704,16,170.86,13,0
662,8,90.44,7,0
1751,3,48.51,3,1
2160,14,242.56,12,1
439,14,186.02,13,0
717,37,669.54,31,3
2535,11,145.03,11,1
1028,7,199.84,7,0
1376,4,55.26,4,0
295,1,8.23,1,0
2418,11,142.69,8,1
2329,2,69.37,2,1
187,33,269.92,30,3
596,41,495.02,37,3
411,23,355.34,23,3
2539,1,11.63,1,1
438,21,440.2,20,3
274,157,2159.35,136,2
2730,5,46.54,4,1
1300,9,153.21,9,0
2211,12,105.4,6,1
539,34,602.01,25,3
1936,16,47.9,16,1
958,2,24.34,2,0
1028,3,15.04,3,0
1677,3,134.95,3,1
663,6,36.91,6,0
1588,3,61.78,2,1
1491,10,168.75,10,1
190,23,639.37,20,3
2256,5,110.26,5,1
2436,4,76.91,4,1
932,22,360.48,21,0
2893,4,192.99,3,1
872,29,373.43,25,3
389,224,4382.26,149,2
916,27,385.0,21,3
1520,3,67.83,3,1
1659,2,68.49,2,1
1255,8,162.46,7,0
2082,46,631.39,40,3
2512,20,245.53,16,1
1229,9,125.9,6,0
1676,15,173.51,14,1
555,17,425.92,16,0
1756,27,36.97,10,1
2751,2,45.93,2,1
1953,16,342.16,10,1
1023,51,280.21,43,3
2897,6,150.89,5,1
244,69,945.78,65,3
1934,1,7.0,1,1
809,1,7.79,1,0
2363,1,16.66,1,1
1727,8,58.0,8,1
690,24,259.98,24,0
1528,19,278.56,19,1
1876,1,5.22,1,1
1468,12,172.1,12,1
1106,1,1.05,1,0
2635,1,62.93,1,1
2584,1,27.51,1,1
974,2,36.62,2,0
575,20,191.97,18,0
1387,4,19.32,4,0
1157,9,11.88,5,0
197,4,81.59,4,0
2212,1,67.46,1,1
209,127,1000.22,106,3
312,18,544.34,13,0
207,23,278.78,21,0
2527,3,98.81,3,1
2778,5,64.7,5,1
1516,16,435.97,13,1
524,7,49.13,6,0
1340,1,1.39,1,0
300,7,56.33,7,0
1797,3,55.79,2,1
294,60,398.02,48,3
887,1,108.33,1,0
2350,20,226.55,12,1
1479,4,104.36,4,1
571,55,523.6,50,3
1701,1,5.18,1,1
206,8,62.34,4,0
1604,12,260.53,7,1
2091,1,19.92,1,1
394,17,233.36,15,0
203,3,36.3,3,0
2089,14,730.34,10,1
1392,36,284.27,32,3
1819,9,132.92,9,1
514,21,142.49,21,0
1163,2,27.02,2,0
191,10,212.2,10,0
1338,19,93.48,18,0
1100,2,10.22,2,0
221,95,1884.8,63,3
1218,14,411.23,14,0
302,11,187.35,11,0
1599,2,18.11,2,1
2688,1,115.83,1,1
660,6,34.82,6,0
2841,3,162.2,3,1
1241,1,24.29,1,0
2238,3,31.79,3,1
328,4,21.4,4,0
1603,3,66.42,3,1
569,13,232.34,13,0
724,18,173.66,17,0
181,294,2398.0,199,2
694,2,11.4,2,0
660,1,8.18,1,0
425,11,219.04,11,0
543,42,455.18,40,3
1980,1,8.32,1,1
565,23,440.23,22,3
202,16,220.26,16,0
588,11,106.46,8,0
2010,10,127.35,9,1
2716,1,31.88,1,1
337,183,3206.85,54,2
1381,10,60.15,9,0
643,2,27.42,2,0
586,36,288.93,32,3
1607,2,102.21,2,1
338,105,1736.68,80,3
505,4,27.37,3,0
1659,1,38.98,1,1
2132,3,209.89,3,1
1581,29,404.76,25,3
351,25,614.09,24,3
2200,9,243.86,8,1
2897,4,399.53,4,1
1606,9,60.74,8,1
2098,15,340.9,15,1
1911,6,107.71,6,1
493,30,793.34,21,3
2020,5,198.9,5,1
867,1,33.34,1,0
2922,2,13.2,2,1
250,20,147.82,15,0
2729,2,67.46,2,1
872,4,93.18,4,0
851,14,246.66,14,0
714,2,40.7,2,0
2689,9,156.52,9,1
408,25,471.35,21,3
1448,1,15.21,1,1
2390,12,274.29,10,1
1008,1,35.99,1,0
897,84,1733.33,75,3
1678,16,197.81,12,1
875,17,127.3,10,0
705,16,163.8,15,0
2322,6,42.85,6,1
1174,5,81.44,2,0
296,46,366.7,35,3
2274,6,157.55,6,1
1217,78,1887.22,37,3
1044,5,67.16,5,0
2541,3,30.17,3,1
2689,2,59.35,2,1
291,14,200.17,14,0
175,6,31.58,6,0
766,2,36.47,2,0
2523,8,141.84,8,1
1264,1,14.68,1,0
1885,1,26.38,1,1
268,71,1813.06,54,3
498,13,203.34,12,0
2809,1,23.33,1,1
779,21,431.75,18,0
259,48,685.39,38,3
212,19,440.59,18,0
2548,2,38.65,2,1
2497,2,20.36,2,1
2334,8,191.5,6,1
1581,1,142.25,1,1
1843,22,218.65,18,1
501,1,30.88,1,0
1503,2,20.51,2,1
2060,2,719.12,1,1
266,7,99.63,2,0
2584,10,114.9,10,1
768,7,96.51,7,0
1607,4,103.97,4,1
2585,9,69.09,7,1
1560,31,691.96,30,3
171,36,592.82,29,3
1645,2,24.68,1,1
2409,20,158.46,19,1
2254,2,16.95,2,1
2535,15,88.8,13,1
2484,2,43.47,2,1
2194,1,65.93,1,1
2547,1,28.74,1,1
2758,5,92.89,5,1
649,4,52.99,4,0
2733,3,75.48,3,1
2092,9,683.38,7,1
2379,9,149.23,9,1
1017,9,84.62,8,0
1877,3,26.84,3,1
2405,22,287.88,19,1
302,1,7.48,1,0
381,24,306.12,23,3
1287,4,67.91,3,0
2940,2,27.98,2,1
507,2,16.53,2,0
668,57,698.98,54,3
2052,17,307.96,16,1
1005,18,362.87,13,0
1063,1,7.97,1,0
1831,8,188.65,8,1
800,1,10.14,1,0
2295,1,74.96,1,1
446,9,137.66,7,0
1907,2,26.79,2,1
2727,1,55.42,1,1
218,26,326.44,21,3
2098,1,24.58,1,1
2040,3,414.97,3,1
907,3,62.27,3,0
2690,10,112.77,10,1
2118,4,226.57,4,1
2174,6,120.67,6,1
2710,3,198.51,3,1
324,4,89.79,4,0
1244,2,100.03,1,0
359,2,29.23,2,0
1247,38,388.3,34,3
976,23,291.08,19,0
1358,39,303.75,29,3
1535,2,32.38,2,1
551,2,47.4,2,0
365,29,347.25,22,3
498,89,1262.52,68,3
2151,2,59.92,2,1
833,8,169.93,8,0
2114,2,41.54,2,1
685,28,213.62,27,3
1518,5,134.89,5,1
1911,1,5.8,1,1
526,8,131.64,8,0
174,18,232.64,17,0
1323,3,116.97,3,0
1398,38,556.35,32,3
2857,2,24.96,2,1
1804,6,42.46,6,1
1165,11,177.01,11,0
407,7,46.92,7,0
1984,1,86.35,1,1
2540,4,20.14,4,1
2441,2,6.64,1,1
1519,3,31.77,3,1
947,24,483.32,23,3
666,1,15.64,1,0
511,9,115.07,9,0
290,7,44.54,7,0
1002,2,20.35,2,0
2462,6,286.13,6,1
2237,1,7.42,1,1
1273,2,73.18,2,0
1885,1,9.02,1,1
557,4,98.91,4,0
661,32,442.45,31,3
946,5,93.94,5,0
285,1,15.78,1,0
708,15,152.79,14,0
1282,12,179.58,12,0
2179,56,1062.56,50,3
1203,1,13.97,1,0
2792,2,64.8,2,1
942,4,34.01,4,0
2413,8,61.05,8,1
432,8,51.55,8,0
2129,2,83.25,2,1
552,1,10.22,1,0
1460,3,22.17,3,1
569,19,314.87,19,0
2693,2,90.04,2,1
829,6,186.9,5,0
1413,1,20.66,1,0
1002,1,6.09,1,0
1550,2,16.59,2,1
2291,1,33.32,1,1
1264,16,278.88,15,0
929,3,42.52,2,0
284,47,509.84,42,3
2281,5,76.68,4,1
1479,15,215.39,13,1
1967,1,102.71,1,1
1719,19,153.6,17,1
626,3,48.91,2,0
2584,5,64.37,5,1
2861,1,27.54,1,1
570,5,53.11,5,0
2648,10,198.92,10,1
2216,10,214.59,9,1
1271,4,22.86,4,0
1235,38,622.97,35,3
1673,12,56.57,12,1
539,264,2364.32,190,2
912,116,1307.26,71,3
2681,36,261.93,13,1
1173,5,18.37,5,0
703,6,47.54,6,0
1937,4,74.1,4,1
894,14,106.67,12,0
600,3,32.36,3,0
2045,1,41.1,1,1
508,12,166.88,12,0
677,50,722.25,31,3
619,21,227.29,20,0
1623,38,170.2,23,3
911,1,19.77,1,0
821,21,984.82,20,3
830,386,4429.91,182,2
1769,5,134.8,4,1
1048,24,510.87,22,3
1174,14,349.25,13,0
209,28,398.77,27,3
1184,21,61.76,14,0
807,1,19.23,1,0
1848,11,211.17,8,1
2693,10,106.73,8,1
1045,7,57.16,5,0
1675,4,27.78,3,1
498,60,824.36,46,3
661,1,7.79,1,0
2605,14,120.48,14,1
287,40,481.28,36,3
545,5,135.86,4,0
2667,4,49.12,3,1
2813,6,95.5,5,1
783,73,949.48,61,3
1750,9,101.62,8,1
2113,23,376.03,20,1
2155,6,105.88,6,1
2826,1,73.33,1,1
1492,2,22.66,1,1
266,4,54.46,4,0
326,70,684.11,60,3
500,15,98.78,13,0
1240,1,10.23,1,0
2711,27,252.64,26,1
278,43,564.83,37,3
2755,4,61.88,4,1
2270,1,43.16,1,1
687,28,453.51,21,3
2793,4,51.66,2,1
2479,27,283.12,26,1
831,59,751.19,38,3
936,4,55.73,4,0
2867,7,97.79,4,1
2386,1,94.21,1,1
203,61,909.16,35,3
1560,5,12.53,2,1
1989,16,316.83,12,1
1819,2,92.88,2,1
640,11,103.91,11,0
2730,1,37.48,1,1
2405,1,24.99,1,1
193,47,384.44,31,3
2722,10,97.9,10,1
2323,6,73.97,5,1
1771,5,37.3,5,1
324,29,409.14,29,3
1923,2,61.02,2,1
512,4,72.93,4,0
223,21,207.82,18,0
990,3,7.64,3,0
817,6,130.11,6,0
1949,10,153.48,8,1
854,24,470.08,21,3
1015,3,10.64,2,0
2263,4,79.3,3,1
2372,1,54.16,1,1
428,23,281.7,22,0
1216,10,83.92,10,0
2577,2,46.08,2,1
1938,9,154.84,7,1
1954,3,43.7,3,1
2829,1,60.21,1,1
1745,3,11.22,2,1
1838,1,29.93,1,1
2541,3,34.98,3,1
2253,4,76.45,4,1
531,13,165.57,13,0
2914,9,159.86,9,1
1895,5,52.68,5,1
1971,2,59.91,2,1
1283,8,47.81,8,0
1399,15,144.18,14,0
806,38,776.06,36,3
2131,7,118.16,7,1
942,1,16.01,1,0
1079,2,17.9,1,0
628,25,176.69,20,0
1182,1,13.63,1,0
309,345,3604.67,181,2
729,25,380.38,24,3
640,21,367.07,21,0
2549,14,43.73,4,1
1015,6,140.92,5,0
2447,2,43.62,2,1
2406,4,100.21,4,1
870,32,238.31,30,3
792,6,36.93,5,0
2770,2,58.78,2,1
2032,3,62.96,3,1
2831,5,95.5,4,1
691,48,531.63,45,3
1596,16,191.26,10,1
1453,7,216.07,5,1
474,1,27.65,1,0
2901,1,58.32,1,1
353,6,47.52,6,0
2412,3,62.46,2,1
1791,2,24.18,2,1
2678,2,59.33,2,1
391,2,22.04,2,0
1299,1,12.68,1,0
902,24,274.34,22,0
748,29,141.87,20,0
1617,6,136.42,4,1
325,6,66.48,6,0
1748,2,57.11,2,1
2480,1,16.0,1,1
194,33,204.85,25,3
861,181,1995.48,123,2
1317,1,15.42,1,0
530,5,55.43,5,0
1556,1,8.97,1,1
293,5,52.36,5,0
572,2,80.53,2,0
2466,2,9.9,1,1
661,7,47.86,5,0
2650,30,494.84,20,1
2285,6,68.36,6,1
1412,9,93.94,8,0
492,21,636.72,17,3
1122,2,10.98,2,0
2786,3,204.11,3,1
2686,16,257.75,16,1
2199,49,701.63,45,3
689,43,692.3,36,3
1233,1,88.33,1,0
231,34,409.69,32,3
2760,2,55.04,2,1
497,98,1179.37,85,3
454,1,15.73,1,0
244,1,29.38,1,0
2015,1,16.66,1,1
195,13,201.07,12,0
2326,4,69.39,4,1
1375,4,34.7,4,0
549,3,48.69,3,0
957,1,25.88,1,0
1507,8,98.83,5,1
1550,1,19.93,1,1
2877,2,37.41,2,1
1900,2,60.03,2,1
2869,3,28.65,2,1
1781,3,52.63,3,1
453,161,3306.77,100,2
1971,5,42.88,5,1
2646,7,474.19,7,1
2439,4,213.29,3,1
448,20,95.56,17,0
1739,4,67.44,4,1
278,5,32.18,5,0
811,26,335.34,21,3
195,7,112.12,7,0
1582,3,19.63,3,1
940,41,531.19,34,3
1999,1,63.3,1,1
1013,23,196.48,21,0
924,12,178.39,12,0
739,11,91.14,11,0
742,1,8.14,1,0
195,18,349.02,16,0
1392,5,112.72,3,0
673,53,281.34,47,3
1421,14,60.19,7,0
1352,8,27.86,8,0
2659,4,43.9,4,1
223,14,159.4,10,0
823,3,37.66,3,0
1081,5,65.07,5,0
1477,12,356.11,12,1
657,3,16.3,3,0
1687,17,306.72,13,1
298,34,373.63,28,3
328,26,477.0,26,3
686,9,132.81,9,0
657,14,135.52,12,0
1969,4,44.15,4,1
688,3,13.22,3,0
1930,2,47.41,2,1
1801,2,21.89,2,1
704,2,22.98,2,0
1822,4,150.8,4,1
2905,3,48.18,3,1
2345,2,128.45,2,1
1994,1,92.72,1,1
2848,3,46.34,3,1
1063,3,7.16,3,0
186,3,70.07,3,0
525,2,70.67,2,0
1066,2,43.16,2,0
2037,1,25.75,1,1
950,101,886.18,71,3
2182,4,130.35,3,1
1777,4,44.85,4,1
283,55,1405.78,40,3
1798,4,27.09,4,1
2377,8,211.17,8,1
177,3,18.55,3,0
2849,2,27.48,2,1
449,7,70.44,7,0
2697,6,91.71,6,1
371,127,1505.5,91,3
232,2,24.66,1,0
2184,1,17.34,1,1
1398,18,364.21,17,0
1731,15,85.9,15,1
197,76,680.88,73,3
1224,17,260.8,12,0
1670,1,19.21,1,1
804,7,120.67,7,0
2328,6,72.13,6,1
336,6,89.79,5,0
2452,20,144.44,20,1
713,65,399.85,49,3
1654,13,185.91,13,1
2761,5,42.79,5,1
1552,4,27.7,4,1
1988,1,33.32,1,1
503,2,83.67,2,0
2482,3,70.79,3,1
419,11,67.31,10,0
360,8,238.53,8,0
831,56,567.4,53,3
641,8,184.83,6,0
2275,3,47.32,2,1
2832,4,64.8,4,1
808,6,177.66,5,0
1832,1,28.25,1,1
344,92,615.92,79,3
1607,1,15.46,1,1
2497,2,39.06,2,1
2341,6,78.82,6,1
452,51,285.23,39,3
2146,28,340.92,19,1
2189,27,638.84,17,3
206,33,223.04,31,3
187,23,278.18,22,0
209,12,209.76,11,0
1662,5,29.25,5,1
413,3,235.95,3,0
738,4,29.15,4,0
2630,1,39.95,1,1
562,96,1731.14,88,3
266,33,228.42,28,3
1275,4,41.07,3,0
2149,5,0.0,5,1
2317,13,116.49,13,1
555,1,49.66,1,0
687,42,242.94,40,3
643,54,664.79,46,3
337,10,244.12,10,0
976,15,276.86,11,0
776,1,40.88,1,0
2460,13,278.64,11,1
1116,3,38.1,3,0
2718,1,44.93,1,1
2655,7,45.59,7,1
432,2,31.98,1,0
2002,4,215.67,4,1
2059,4,41.9,4,1
2821,3,46.25,3,1
2503,3,131.92,3,1
1702,1,16.92,1,1
1420,34,645.22,33,3
235,246,3303.49,128,2
825,7,85.68,7,0
1805,8,52.17,3,1
1931,5,132.19,5,1
345,3,22.71,3,0
393,40,712.72,37,3
558,2,23.49,2,0
1466,2,20.36,2,1
501,8,83.26,7,0
2377,5,80.69,5,1
301,34,798.69,25,3
2699,4,142.53,4,1
585,7,90.73,7,0
949,2,80.87,2,0
681,7,122.77,6,0
2674,3,45.79,2,1
2713,6,120.04,3,1
1982,25,737.91,22,3
1923,3,39.16,3,1
185,2,55.44,2,0
441,4,42.03,4,0
936,13,100.53,13,0
1836,26,373.77,21,1
609,19,181.83,15,0
1041,6,97.92,6,0
2551,6,60.42,4,1
2811,2,43.67,2,1
2606,11,205.5,10,1
173,55,521.44,51,3
494,22,257.19,21,0
616,15,328.36,11,0
329,39,795.01,36,3
1968,22,268.59,22,1
1049,26,329.18,26,3
268,2,21.5,2,0
508,1,15.12,1,0
170,67,982.07,60,3
1415,3,425.52,3,1
484,1,20.01,1,0
1216,11,365.22,11,0
1746,5,27.74,5,1
2115,3,42.34,3,1
871,51,441.84,48,3
1918,9,78.8,9,1
2281,2,104.86,2,1
515,1,18.24,1,0
687,2,13.5,2,0
1225,3,29.37,3,0
1127,4,35.31,4,0
2717,46,936.87,41,3
506,1,11.88,1,0
564,3,46.92,3,0
371,33,972.77,24,3
1878,2,20.9,2,1
2464,2,11.56,1,1
2668,2,46.18,2,1
816,2,21.93,2,0
2423,7,44.7,6,1
2126,10,64.44,9,1
1540,25,310.72,16,1
2208,7,217.22,5,1
830,1,13.04,1,0
548,12,90.25,12,0
1660,6,135.74,6,1
1102,35,804.65,25,3
1011,1,4.99,1,0
326,5,81.44,4,0
2857,1,69.42,1,1
2693,3,20.76,2,1
631,4,16.55,4,0
190,37,446.63,29,3
899,5,27.31,5,0
1800,3,76.11,3,1
702,3,9.54,3,0
300,8,110.61,8,0
2671,2,27.5,2,1
2288,4,64.07,4,1
248,1,33.12,1,0
1919,2,23.14,2,1
1654,6,42.05,6,1
228,12,99.68,9,0
2394,12,369.4,12,1
1189,2,14.26,2,0
591,23,451.82,20,3
842,2,16.55,2,0
1229,1,20.29,1,0
816,7,70.9,6,0
388,7,119.22,7,0
863,5,93.72,4,0
992,5,70.78,5,0
438,16,262.03,14,0
2854,12,109.49,11,1
1783,3,20.59,3,1
726,10,68.4,10,0
262,32,569.27,21,3
1285,1,12.49,1,0
1927,6,113.73,6,1
2343,1,136.25,1,1
499,13,193.98,13,0
1627,55,1057.13,43,3
231,26,291.43,23,3
1227,6,18.67,6,0
810,1,6.83,1,0
1139,16,193.19,16,0
1164,22,209.86,22,0
2022,1,13.88,1,1
1326,1,29.84,1,0
517,2,9.85,2,0
195,3,46.82,3,0
491,79,1135.15,58,3
1199,11,205.71,8,0
1054,11,48.42,11,0
1830,16,183.02,16,1
422,2,45.88,2,0
286,265,2725.87,174,2
313,6,84.83,6,0
1519,1,9.98,1,1
2499,2,60.16,2,1
2417,10,78.67,9,1
203,6,147.92,6,0
918,1,21.32,1,0
2757,5,78.08,5,1
1192,3,44.8,3,0
669,16,107.03,11,0
1375,51,440.88,45,3
2404,2,51.33,2,1
916,13,249.14,13,0
435,59,562.65,53,3
197,3,19.66,3,0
